time=2001, port=1, send=1, transmission=successfully
time=13305, port=1, receive=0

time=13315, port=1, receive=0

time=13325, port=1, receive=0

time=13335, port=1, receive=0

time=13345, port=1, receive=0

time=13355, port=1, receive=0

time=13365, port=1, receive=0

time=13375, port=1, receive=0

time=13385, port=1, receive=0

time=13395, port=1, receive=0

time=13405, port=1, receive=0

time=13415, port=1, receive=0

time=13425, port=1, receive=0

time=13435, port=1, receive=0

time=13445, port=1, receive=0

time=13455, port=1, receive=0

time=13465, port=1, receive=0

time=13475, port=1, receive=1

time=13485, port=1, receive=0

time=13495, port=1, receive=0

time=13505, port=1, receive=0

time=13515, port=1, receive=0

time=13525, port=1, receive=1

time=13535, port=1, receive=0

time=13545, port=1, receive=0

time=13555, port=1, receive=0

time=13565, port=1, receive=1

time=13575, port=1, receive=0

time=13585, port=1, receive=0

time=13595, port=1, receive=0

time=13605, port=1, receive=1

time=13615, port=1, receive=0

time=13625, port=1, receive=0

time=13635, port=1, receive=0

time=13645, port=1, receive=1

time=13655, port=1, receive=0

time=13665, port=1, receive=0

time=13675, port=1, receive=0

time=13685, port=1, receive=1

time=13695, port=1, receive=0

time=13705, port=1, receive=0

time=13715, port=1, receive=0

time=13725, port=1, receive=1

time=13735, port=1, receive=1

time=13745, port=1, receive=0

time=13755, port=1, receive=1

time=13765, port=1, receive=0

time=13775, port=1, receive=1

time=13785, port=1, receive=0

time=13795, port=1, receive=0

time=13805, port=1, receive=0

time=13815, port=1, receive=null, cause=data_ended

time=15150, port=1, receive=1

time=15160, port=1, receive=1

time=15170, port=1, receive=1

time=15180, port=1, receive=1

time=15190, port=1, receive=1

time=15200, port=1, receive=1

time=15210, port=1, receive=1

time=15220, port=1, receive=1

time=15230, port=1, receive=1

time=15240, port=1, receive=1

time=15250, port=1, receive=1

time=15260, port=1, receive=1

time=15270, port=1, receive=1

time=15280, port=1, receive=1

time=15290, port=1, receive=1

time=15300, port=1, receive=1

time=15310, port=1, receive=1

time=15320, port=1, receive=1

time=15330, port=1, receive=0

time=15340, port=1, receive=0

time=15350, port=1, receive=0

time=15360, port=1, receive=1

time=15370, port=1, receive=0

time=15380, port=1, receive=1

time=15390, port=1, receive=1

time=15400, port=1, receive=1

time=15410, port=1, receive=0

time=15420, port=1, receive=1

time=15430, port=1, receive=0

time=15440, port=1, receive=1

time=15450, port=1, receive=1

time=15460, port=1, receive=0

time=15470, port=1, receive=0

time=15480, port=1, receive=0

time=15490, port=1, receive=0

time=15500, port=1, receive=0

time=15510, port=1, receive=1

time=15520, port=1, receive=0

time=15530, port=1, receive=0

time=15540, port=1, receive=0

time=15550, port=1, receive=0

time=15560, port=1, receive=0

time=15570, port=1, receive=0

time=15580, port=1, receive=0

time=15590, port=1, receive=0

time=15600, port=1, receive=0

time=15610, port=1, receive=1

time=15620, port=1, receive=0

time=15630, port=1, receive=0

time=15640, port=1, receive=0

time=15650, port=1, receive=0

time=15660, port=1, receive=0

time=15670, port=1, receive=1

time=15680, port=1, receive=0

time=15690, port=1, receive=1

time=15700, port=1, receive=0

time=15710, port=1, receive=0

time=15720, port=1, receive=0

time=15730, port=1, receive=0

time=15740, port=1, receive=1

time=15750, port=1, receive=1

time=15760, port=1, receive=0

time=15770, port=1, receive=1

time=15780, port=1, receive=1

time=15790, port=1, receive=0

time=15800, port=1, receive=0

time=15810, port=1, receive=0

time=15820, port=1, receive=1

time=15830, port=1, receive=1

time=15840, port=1, receive=0

time=15850, port=1, receive=0

time=15860, port=1, receive=1

time=15870, port=1, receive=0

time=15880, port=1, receive=0

time=15890, port=1, receive=0

time=15900, port=1, receive=1

time=15910, port=1, receive=1

time=15920, port=1, receive=0

time=15930, port=1, receive=1

time=15940, port=1, receive=0

time=15950, port=1, receive=0

time=15960, port=1, receive=0

time=15970, port=1, receive=0

time=15980, port=1, receive=0

time=15990, port=1, receive=1

time=16000, port=1, receive=0

time=16010, port=1, receive=1

time=16020, port=1, receive=0

time=16030, port=1, receive=0

time=16040, port=1, receive=0

time=16050, port=1, receive=0

time=16060, port=1, receive=0

time=16070, port=1, receive=0

time=16080, port=1, receive=1

time=16090, port=1, receive=1

time=16100, port=1, receive=0

time=16110, port=1, receive=0

time=16120, port=1, receive=1

time=16130, port=1, receive=1

time=16140, port=1, receive=1

time=16150, port=1, receive=1

time=16160, port=1, receive=0

time=16170, port=1, receive=1

time=16180, port=1, receive=0

time=16190, port=1, receive=0

time=16200, port=1, receive=0

time=16210, port=1, receive=1

time=16220, port=1, receive=0

time=16230, port=1, receive=1

time=16240, port=1, receive=1

time=16250, port=1, receive=0

time=16260, port=1, receive=0

time=16270, port=1, receive=0

time=16280, port=1, receive=0

time=16290, port=1, receive=1

time=16300, port=1, receive=0

time=16310, port=1, receive=0

time=16320, port=1, receive=1

time=16330, port=1, receive=0

time=16340, port=1, receive=1

time=16350, port=1, receive=1

time=16360, port=1, receive=1

time=16370, port=1, receive=0

time=16380, port=1, receive=0

time=16390, port=1, receive=1

time=16400, port=1, receive=1

time=16410, port=1, receive=0

time=16420, port=1, receive=1

time=16420, port=1, send=1, transmission==incomplete, cause=collision

time=16420, port=1, send=1, transmission==incomplete, cause=collision

time=16430, port=1, receive=null, cause=data_ended

time=16430, port=1, send=1, transmission=successfully

time=16440, port=1, send=1, transmission=successfully

time=16450, port=1, send=0, transmission=successfully

time=16460, port=1, send=0, transmission=successfully

time=16470, port=1, send=0, transmission=successfully

time=16480, port=1, send=1, transmission=successfully

time=16490, port=1, send=0, transmission=successfully

time=16500, port=1, send=1, transmission=successfully

time=16510, port=1, send=1, transmission=successfully

time=16520, port=1, send=1, transmission=successfully

time=16530, port=1, send=0, transmission=successfully

time=16540, port=1, send=1, transmission=successfully

time=16550, port=1, send=0, transmission=successfully

time=16560, port=1, send=1, transmission=successfully

time=16570, port=1, send=1, transmission=successfully

time=16580, port=1, send=0, transmission=successfully

time=16590, port=1, send=1, transmission=successfully

time=16600, port=1, send=0, transmission=successfully

time=16610, port=1, send=1, transmission=successfully

time=16620, port=1, send=0, transmission=successfully

time=16630, port=1, send=0, transmission=successfully

time=16640, port=1, send=1, transmission=successfully

time=16650, port=1, send=0, transmission=successfully

time=16660, port=1, send=0, transmission=successfully

time=16670, port=1, send=1, transmission=successfully

time=16680, port=1, send=0, transmission=successfully

time=16690, port=1, send=1, transmission=successfully

time=16700, port=1, send=1, transmission=successfully

time=16710, port=1, send=0, transmission=successfully

time=16720, port=1, send=1, transmission=successfully

time=16730, port=1, send=0, transmission=successfully

time=16740, port=1, send=1, transmission=successfully

time=16750, port=1, send=0, transmission=successfully

time=16760, port=1, send=0, transmission=successfully

time=16770, port=1, send=0, transmission=successfully

time=16780, port=1, send=0, transmission=successfully

time=16790, port=1, send=1, transmission=successfully

time=16800, port=1, send=0, transmission=successfully

time=16810, port=1, send=0, transmission=successfully

time=16820, port=1, send=0, transmission=successfully

time=16830, port=1, send=0, transmission=successfully

time=16840, port=1, send=0, transmission=successfully

time=16850, port=1, send=0, transmission=successfully

time=16860, port=1, send=0, transmission=successfully

time=16870, port=1, send=0, transmission=successfully

time=16880, port=1, send=0, transmission=successfully

time=16890, port=1, send=1, transmission=successfully

time=16900, port=1, send=0, transmission=successfully

time=16910, port=1, send=0, transmission=successfully

time=16920, port=1, send=0, transmission=successfully

time=16930, port=1, send=0, transmission=successfully

time=16940, port=1, send=0, transmission=successfully

time=16950, port=1, send=1, transmission=successfully

time=16960, port=1, send=0, transmission=successfully

time=16970, port=1, send=1, transmission=successfully

time=16980, port=1, send=0, transmission=successfully

time=16990, port=1, send=0, transmission=successfully

time=17000, port=1, send=0, transmission=successfully

time=17010, port=1, send=0, transmission=successfully

time=17020, port=1, send=1, transmission=successfully

time=17030, port=1, send=1, transmission=successfully

time=17040, port=1, send=0, transmission=successfully

time=17050, port=1, send=1, transmission=successfully

time=17060, port=1, send=1, transmission=successfully

time=17070, port=1, send=0, transmission=successfully

time=17080, port=1, send=0, transmission=successfully

time=17090, port=1, send=0, transmission=successfully

time=17100, port=1, send=1, transmission=successfully

time=17110, port=1, send=1, transmission=successfully

time=17120, port=1, send=0, transmission=successfully

time=17130, port=1, send=0, transmission=successfully

time=17140, port=1, send=1, transmission=successfully

time=17150, port=1, send=0, transmission=successfully

time=17160, port=1, send=0, transmission=successfully

time=17170, port=1, send=0, transmission=successfully

time=17180, port=1, send=1, transmission=successfully

time=17190, port=1, send=1, transmission=successfully

time=17200, port=1, send=0, transmission=successfully

time=17210, port=1, send=1, transmission=successfully

time=17220, port=1, send=1, transmission=successfully

time=17230, port=1, send=0, transmission=successfully

time=17240, port=1, send=0, transmission=successfully

time=17250, port=1, send=0, transmission=successfully

time=17260, port=1, send=0, transmission=successfully

time=17270, port=1, send=1, transmission=successfully

time=17280, port=1, send=0, transmission=successfully

time=17290, port=1, send=1, transmission=successfully

time=17300, port=1, send=0, transmission=successfully

time=17310, port=1, send=0, transmission=successfully

time=17320, port=1, send=0, transmission=successfully

time=17330, port=1, send=0, transmission=successfully

time=17340, port=1, send=0, transmission=successfully

time=17350, port=1, send=0, transmission=successfully

time=17360, port=1, send=1, transmission=successfully

time=17370, port=1, send=1, transmission=successfully

time=17380, port=1, send=0, transmission=successfully

time=17390, port=1, send=0, transmission=successfully

time=17400, port=1, send=1, transmission=successfully

time=17410, port=1, send=1, transmission=successfully

time=17420, port=1, send=1, transmission=successfully

time=17430, port=1, send=1, transmission=successfully

time=17440, port=1, send=0, transmission=successfully

time=17450, port=1, send=1, transmission=successfully

time=17460, port=1, send=0, transmission=successfully

time=17470, port=1, send=0, transmission=successfully

time=17480, port=1, send=0, transmission=successfully

time=17490, port=1, send=1, transmission=successfully

time=17500, port=1, send=0, transmission=successfully

time=17510, port=1, send=1, transmission=successfully

time=17520, port=1, send=1, transmission=successfully

time=17530, port=1, send=0, transmission=successfully

time=17540, port=1, send=0, transmission=successfully

time=17550, port=1, send=1, transmission=successfully

time=17560, port=1, send=0, transmission=successfully

time=17570, port=1, send=0, transmission=successfully

time=17580, port=1, send=0, transmission=successfully

time=17590, port=1, send=1, transmission=successfully

time=17600, port=1, send=1, transmission=successfully

time=17610, port=1, send=1, transmission=successfully

time=17620, port=1, send=1, transmission=successfully

time=17630, port=1, send=1, transmission=successfully

time=17640, port=1, send=0, transmission=successfully

time=17650, port=1, send=0, transmission=successfully

time=17660, port=1, send=1, transmission=successfully

time=17670, port=1, send=1, transmission=successfully

time=17680, port=1, send=1, transmission=successfully

time=17690, port=1, send=0, transmission=successfully

time=17700, port=1, send=0, transmission=successfully

time=17710, port=1, send=null, cause=data_ended, transmission=successfully

time=18010, port=1, receive=1

time=18020, port=1, receive=0

time=18030, port=1, receive=1

time=18040, port=1, receive=0

time=18050, port=1, receive=0

time=18060, port=1, receive=1

time=18070, port=1, receive=0

time=18080, port=1, receive=0

time=18090, port=1, receive=1

time=18100, port=1, receive=0

time=18110, port=1, receive=1

time=18120, port=1, receive=1

time=18130, port=1, receive=0

time=18140, port=1, receive=1

time=18150, port=1, receive=0

time=18160, port=1, receive=1

time=18170, port=1, receive=1

time=18180, port=1, receive=1

time=18190, port=1, receive=0

time=18200, port=1, receive=0

time=18210, port=1, receive=0

time=18220, port=1, receive=1

time=18230, port=1, receive=0

time=18240, port=1, receive=1

time=18250, port=1, receive=1

time=18260, port=1, receive=1

time=18270, port=1, receive=0

time=18280, port=1, receive=1

time=18290, port=1, receive=0

time=18300, port=1, receive=1

time=18310, port=1, receive=1

time=18320, port=1, receive=0

time=18330, port=1, receive=0

time=18340, port=1, receive=0

time=18350, port=1, receive=0

time=18360, port=1, receive=0

time=18370, port=1, receive=1

time=18380, port=1, receive=1

time=18390, port=1, receive=1

time=18400, port=1, receive=1

time=18410, port=1, receive=0

time=18420, port=1, receive=0

time=18430, port=1, receive=0

time=18440, port=1, receive=0

time=18450, port=1, receive=0

time=18460, port=1, receive=0

time=18470, port=1, receive=1

time=18480, port=1, receive=0

time=18490, port=1, receive=0

time=18500, port=1, receive=0

time=18510, port=1, receive=0

time=18520, port=1, receive=0

time=18530, port=1, receive=1

time=18540, port=1, receive=0

time=18550, port=1, receive=1

time=18560, port=1, receive=0

time=18570, port=1, receive=0

time=18580, port=1, receive=0

time=18590, port=1, receive=0

time=18600, port=1, receive=0

time=18610, port=1, receive=0

time=18620, port=1, receive=1

time=18630, port=1, receive=1

time=18640, port=1, receive=0

time=18650, port=1, receive=0

time=18660, port=1, receive=1

time=18670, port=1, receive=1

time=18680, port=1, receive=1

time=18690, port=1, receive=1

time=18700, port=1, receive=0

time=18710, port=1, receive=1

time=18720, port=1, receive=0

time=18730, port=1, receive=0

time=18740, port=1, receive=0

time=18750, port=1, receive=1

time=18760, port=1, receive=0

time=18770, port=1, receive=1

time=18780, port=1, receive=1

time=18790, port=1, receive=0

time=18800, port=1, receive=0

time=18810, port=1, receive=0

time=18820, port=1, receive=0

time=18830, port=1, receive=0

time=18840, port=1, receive=0

time=18850, port=1, receive=1

time=18860, port=1, receive=0

time=18870, port=1, receive=1

time=18880, port=1, receive=0

time=18890, port=1, receive=0

time=18900, port=1, receive=0

time=18910, port=1, receive=0

time=18920, port=1, receive=0

time=18930, port=1, receive=0

time=18940, port=1, receive=1

time=18950, port=1, receive=1

time=18960, port=1, receive=0

time=18970, port=1, receive=0

time=18980, port=1, receive=1

time=18990, port=1, receive=1

time=19000, port=1, receive=1

time=19010, port=1, receive=1

time=19020, port=1, receive=0

time=19030, port=1, receive=1

time=19040, port=1, receive=0

time=19050, port=1, receive=0

time=19060, port=1, receive=0

time=19070, port=1, receive=0

time=19080, port=1, receive=1

time=19090, port=1, receive=1

time=19100, port=1, receive=1

time=19110, port=1, receive=1

time=19120, port=1, receive=1

time=19130, port=1, receive=0

time=19140, port=1, receive=0

time=19150, port=1, receive=0

time=19160, port=1, receive=0

time=19170, port=1, receive=0

time=19180, port=1, receive=0

time=19190, port=1, receive=0

time=19200, port=1, receive=0

time=19210, port=1, receive=0

time=19220, port=1, receive=0

time=19230, port=1, receive=0

time=19240, port=1, receive=0

time=19250, port=1, receive=0

time=19260, port=1, receive=0

time=19270, port=1, receive=0

time=19280, port=1, receive=0

time=19290, port=1, receive=0

time=19300, port=1, receive=0

time=19310, port=1, receive=0

time=19320, port=1, receive=0

time=19330, port=1, receive=0

time=19340, port=1, receive=1

time=19350, port=1, receive=0

time=19360, port=1, receive=0

time=19370, port=1, receive=0

time=19380, port=1, receive=0

time=19390, port=1, receive=1

time=19400, port=1, receive=0

time=19410, port=1, receive=0

time=19420, port=1, receive=0

time=19430, port=1, receive=1

time=19440, port=1, receive=0

time=19450, port=1, receive=0

time=19460, port=1, receive=0

time=19470, port=1, receive=1

time=19480, port=1, receive=0

time=19490, port=1, receive=0

time=19500, port=1, receive=0

time=19510, port=1, receive=1

time=19520, port=1, receive=0

time=19530, port=1, receive=0

time=19540, port=1, receive=0

time=19550, port=1, receive=1

time=19560, port=1, receive=1

time=19570, port=1, receive=0

time=19580, port=1, receive=0

time=19590, port=1, receive=1

time=19600, port=1, receive=1

time=19610, port=1, receive=0

time=19620, port=1, receive=0

time=19630, port=1, receive=1

time=19640, port=1, receive=1

time=19650, port=1, receive=0

time=19660, port=1, receive=0

time=19670, port=1, receive=1

time=19680, port=1, receive=1

time=19690, port=1, receive=1

time=19700, port=1, receive=1

time=19710, port=1, receive=0

time=19720, port=1, receive=0

time=19730, port=1, receive=0

time=19740, port=1, receive=1

time=19750, port=1, receive=0

time=19760, port=1, receive=1

time=19770, port=1, receive=0

time=19780, port=1, receive=1

time=19790, port=1, receive=1

time=19800, port=1, receive=1

time=19810, port=1, receive=0

time=19820, port=1, receive=0

time=19830, port=1, receive=0

time=19840, port=1, receive=0

time=19850, port=1, receive=null, cause=data_ended

time=24000, port=1, send=1, transmission=successfully

time=24010, port=1, send=1, transmission=successfully

time=24020, port=1, send=1, transmission=successfully

time=24030, port=1, send=1, transmission=successfully

time=24040, port=1, send=0, transmission=successfully

time=24050, port=1, send=0, transmission=successfully

time=24060, port=1, send=1, transmission=successfully

time=24070, port=1, send=0, transmission=successfully

time=24080, port=1, send=1, transmission=successfully

time=24090, port=1, send=1, transmission=successfully

time=24100, port=1, send=0, transmission=successfully

time=24110, port=1, send=1, transmission=successfully

time=24120, port=1, send=0, transmission=successfully

time=24130, port=1, send=0, transmission=successfully

time=24140, port=1, send=1, transmission=successfully

time=24150, port=1, send=0, transmission=successfully

time=24160, port=1, send=1, transmission=successfully

time=24170, port=1, send=0, transmission=successfully

time=24180, port=1, send=1, transmission=successfully

time=24190, port=1, send=0, transmission=successfully

time=24200, port=1, send=0, transmission=successfully

time=24210, port=1, send=1, transmission=successfully

time=24220, port=1, send=0, transmission=successfully

time=24230, port=1, send=0, transmission=successfully

time=24240, port=1, send=1, transmission=successfully

time=24250, port=1, send=0, transmission=successfully

time=24260, port=1, send=1, transmission=successfully

time=24270, port=1, send=1, transmission=successfully

time=24280, port=1, send=0, transmission=successfully

time=24290, port=1, send=1, transmission=successfully

time=24300, port=1, send=0, transmission=successfully

time=24310, port=1, send=1, transmission=successfully

time=24320, port=1, send=0, transmission=successfully

time=24330, port=1, send=0, transmission=successfully

time=24340, port=1, send=0, transmission=successfully

time=24350, port=1, send=0, transmission=successfully

time=24360, port=1, send=1, transmission=successfully

time=24370, port=1, send=1, transmission=successfully

time=24380, port=1, send=1, transmission=successfully

time=24390, port=1, send=1, transmission=successfully

time=24400, port=1, send=0, transmission=successfully

time=24410, port=1, send=0, transmission=successfully

time=24420, port=1, send=0, transmission=successfully

time=24430, port=1, send=0, transmission=successfully

time=24440, port=1, send=0, transmission=successfully

time=24450, port=1, send=0, transmission=successfully

time=24460, port=1, send=1, transmission=successfully

time=24470, port=1, send=0, transmission=successfully

time=24480, port=1, send=0, transmission=successfully

time=24490, port=1, send=0, transmission=successfully

time=24500, port=1, send=0, transmission=successfully

time=24510, port=1, send=0, transmission=successfully

time=24520, port=1, send=1, transmission=successfully

time=24530, port=1, send=0, transmission=successfully

time=24540, port=1, send=1, transmission=successfully

time=24550, port=1, send=0, transmission=successfully

time=24560, port=1, send=0, transmission=successfully

time=24570, port=1, send=0, transmission=successfully

time=24580, port=1, send=0, transmission=successfully

time=24590, port=1, send=0, transmission=successfully

time=24600, port=1, send=0, transmission=successfully

time=24610, port=1, send=1, transmission=successfully

time=24620, port=1, send=1, transmission=successfully

time=24630, port=1, send=0, transmission=successfully

time=24640, port=1, send=0, transmission=successfully

time=24650, port=1, send=1, transmission=successfully

time=24660, port=1, send=1, transmission=successfully

time=24670, port=1, send=1, transmission=successfully

time=24680, port=1, send=1, transmission=successfully

time=24690, port=1, send=0, transmission=successfully

time=24700, port=1, send=1, transmission=successfully

time=24710, port=1, send=0, transmission=successfully

time=24720, port=1, send=0, transmission=successfully

time=24730, port=1, send=0, transmission=successfully

time=24740, port=1, send=1, transmission=successfully

time=24750, port=1, send=1, transmission=successfully

time=24760, port=1, send=0, transmission=successfully

time=24770, port=1, send=0, transmission=successfully

time=24780, port=1, send=1, transmission=successfully

time=24790, port=1, send=0, transmission=successfully

time=24800, port=1, send=0, transmission=successfully

time=24810, port=1, send=0, transmission=successfully

time=24820, port=1, send=0, transmission=successfully

time=24830, port=1, send=0, transmission=successfully

time=24840, port=1, send=1, transmission=successfully

time=24850, port=1, send=0, transmission=successfully

time=24860, port=1, send=1, transmission=successfully

time=24870, port=1, send=0, transmission=successfully

time=24880, port=1, send=0, transmission=successfully

time=24890, port=1, send=0, transmission=successfully

time=24900, port=1, send=0, transmission=successfully

time=24910, port=1, send=0, transmission=successfully

time=24920, port=1, send=0, transmission=successfully

time=24930, port=1, send=1, transmission=successfully

time=24940, port=1, send=1, transmission=successfully

time=24950, port=1, send=0, transmission=successfully

time=24960, port=1, send=0, transmission=successfully

time=24970, port=1, send=1, transmission=successfully

time=24980, port=1, send=1, transmission=successfully

time=24990, port=1, send=1, transmission=successfully

time=25000, port=1, send=1, transmission=successfully

time=25010, port=1, send=0, transmission=successfully

time=25020, port=1, send=1, transmission=successfully

time=25030, port=1, send=0, transmission=successfully

time=25040, port=1, send=0, transmission=successfully

time=25050, port=1, send=0, transmission=successfully

time=25060, port=1, send=1, transmission=successfully

time=25070, port=1, send=0, transmission=successfully

time=25080, port=1, send=1, transmission=successfully

time=25090, port=1, send=1, transmission=successfully

time=25100, port=1, send=0, transmission=successfully

time=25110, port=1, send=0, transmission=successfully

time=25120, port=1, send=0, transmission=successfully

time=25130, port=1, send=0, transmission=successfully

time=25140, port=1, send=0, transmission=successfully

time=25150, port=1, send=0, transmission=successfully

time=25160, port=1, send=0, transmission=successfully

time=25170, port=1, send=0, transmission=successfully

time=25180, port=1, send=0, transmission=successfully

time=25190, port=1, send=0, transmission=successfully

time=25200, port=1, send=0, transmission=successfully

time=25210, port=1, send=0, transmission=successfully

time=25220, port=1, send=0, transmission=successfully

time=25230, port=1, send=0, transmission=successfully

time=25240, port=1, send=0, transmission=successfully

time=25250, port=1, send=0, transmission=successfully

time=25260, port=1, send=0, transmission=successfully

time=25270, port=1, send=0, transmission=successfully

time=25280, port=1, send=0, transmission=successfully

time=25290, port=1, send=0, transmission=successfully

time=25300, port=1, send=0, transmission=successfully

time=25310, port=1, send=0, transmission=successfully

time=25320, port=1, send=0, transmission=successfully

time=25330, port=1, send=1, transmission=successfully

time=25340, port=1, send=0, transmission=successfully

time=25350, port=1, send=0, transmission=successfully

time=25360, port=1, send=0, transmission=successfully

time=25370, port=1, send=1, transmission=successfully

time=25380, port=1, send=0, transmission=successfully

time=25390, port=1, send=1, transmission=successfully

time=25400, port=1, send=0, transmission=successfully

time=25410, port=1, send=1, transmission=successfully

time=25420, port=1, send=0, transmission=successfully

time=25430, port=1, send=1, transmission=successfully

time=25440, port=1, send=0, transmission=successfully

time=25450, port=1, send=1, transmission=successfully

time=25460, port=1, send=0, transmission=successfully

time=25470, port=1, send=1, transmission=successfully

time=25480, port=1, send=0, transmission=successfully

time=25490, port=1, send=1, transmission=successfully

time=25500, port=1, send=0, transmission=successfully

time=25510, port=1, send=1, transmission=successfully

time=25520, port=1, send=0, transmission=successfully

time=25530, port=1, send=1, transmission=successfully

time=25540, port=1, send=1, transmission=successfully

time=25550, port=1, send=0, transmission=successfully

time=25560, port=1, send=0, transmission=successfully

time=25570, port=1, send=1, transmission=successfully

time=25580, port=1, send=1, transmission=successfully

time=25590, port=1, send=0, transmission=successfully

time=25600, port=1, send=0, transmission=successfully

time=25610, port=1, send=1, transmission=successfully

time=25620, port=1, send=1, transmission=successfully

time=25630, port=1, send=0, transmission=successfully

time=25640, port=1, send=0, transmission=successfully

time=25650, port=1, send=1, transmission=successfully

time=25660, port=1, send=1, transmission=successfully

time=25670, port=1, send=0, transmission=successfully

time=25680, port=1, send=1, transmission=successfully

time=25690, port=1, send=1, transmission=successfully

time=25700, port=1, send=0, transmission=successfully

time=25710, port=1, send=1, transmission=incomplete, cause=not_connected

time=25720, port=1, send=1, transmission=incomplete, cause=not_connected

time=25730, port=1, send=1, transmission=incomplete, cause=not_connected

time=25740, port=1, send=1, transmission=incomplete, cause=not_connected

time=25750, port=1, send=1, transmission=incomplete, cause=not_connected

time=25760, port=1, send=1, transmission=incomplete, cause=not_connected

time=25770, port=1, send=1, transmission=incomplete, cause=not_connected

time=25780, port=1, send=1, transmission=incomplete, cause=not_connected

time=25790, port=1, send=1, transmission=incomplete, cause=not_connected

time=25800, port=1, send=1, transmission=incomplete, cause=not_connected

time=25810, port=1, send=1, transmission=incomplete, cause=not_connected

time=25820, port=1, send=1, transmission=incomplete, cause=not_connected

time=25830, port=1, send=1, transmission=incomplete, cause=not_connected

time=25840, port=1, send=1, transmission=incomplete, cause=not_connected

time=25850, port=1, send=1, transmission=incomplete, cause=not_connected

time=25860, port=1, send=1, transmission=incomplete, cause=not_connected

time=25870, port=1, send=1, transmission=incomplete, cause=not_connected

time=25880, port=1, send=1, transmission=incomplete, cause=not_connected

time=25890, port=1, send=1, transmission=incomplete, cause=not_connected

time=25900, port=1, send=1, transmission=incomplete, cause=not_connected

time=25900, port=1, send=1, transmission=successfully

time=25910, port=1, send=1, transmission=successfully

time=25920, port=1, send=1, transmission=successfully

time=25930, port=1, send=1, transmission=successfully

time=25940, port=1, send=0, transmission=successfully

time=25950, port=1, send=0, transmission=successfully

time=25960, port=1, send=1, transmission=successfully

time=25970, port=1, send=0, transmission=successfully

time=25980, port=1, send=1, transmission=successfully

time=25990, port=1, send=1, transmission=successfully

time=26000, port=1, send=0, transmission=successfully

time=26010, port=1, send=1, transmission=successfully

time=26020, port=1, send=0, transmission=successfully

time=26030, port=1, send=0, transmission=successfully

time=26040, port=1, send=1, transmission=successfully

time=26050, port=1, send=0, transmission=successfully

time=26060, port=1, send=1, transmission=successfully

time=26070, port=1, send=0, transmission=successfully

time=26080, port=1, send=1, transmission=successfully

time=26090, port=1, send=0, transmission=successfully

time=26100, port=1, send=0, transmission=successfully

time=26110, port=1, send=1, transmission=successfully

time=26120, port=1, send=0, transmission=successfully

time=26130, port=1, send=0, transmission=successfully

time=26140, port=1, send=1, transmission=successfully

time=26150, port=1, send=0, transmission=successfully

time=26160, port=1, send=1, transmission=successfully

time=26170, port=1, send=1, transmission=successfully

time=26180, port=1, send=0, transmission=successfully

time=26190, port=1, send=1, transmission=successfully

time=26200, port=1, send=0, transmission=successfully

time=26210, port=1, send=1, transmission=successfully

time=26220, port=1, send=0, transmission=successfully

time=26230, port=1, send=0, transmission=successfully

time=26240, port=1, send=0, transmission=successfully

time=26250, port=1, send=0, transmission=successfully

time=26260, port=1, send=1, transmission=successfully

time=26270, port=1, send=1, transmission=successfully

time=26280, port=1, send=1, transmission=successfully

time=26290, port=1, send=1, transmission=successfully

time=26300, port=1, send=0, transmission=successfully

time=26310, port=1, send=0, transmission=successfully

time=26320, port=1, send=0, transmission=successfully

time=26330, port=1, send=0, transmission=successfully

time=26340, port=1, send=0, transmission=successfully

time=26350, port=1, send=0, transmission=successfully

time=26360, port=1, send=1, transmission=successfully

time=26370, port=1, send=0, transmission=successfully

time=26380, port=1, send=0, transmission=successfully

time=26390, port=1, send=0, transmission=successfully

time=26400, port=1, send=0, transmission=successfully

time=26410, port=1, send=0, transmission=successfully

time=26420, port=1, send=1, transmission=successfully

